"verbatimScientificName","taxon_name","taxon_authors","LL","UL","IUCN"
"Schoenoplectiella juncoides (Roxb.) Lye","Schoenoplectiella juncoides","(Roxb.) Lye",1300,1400,"NE"
"Carex psychrophila Nees","Carex psychrophila","Nees",1000,2700,"NE"
"Kobresia pygmaea (C.B.Clarke) C.B.Clarke","Carex parvula","O.Yano",2250,3350,"NE"
"Fimbristylis aphylla Steud.","Fimbristylis aphylla","Steud.",0,100,"LC"
"Monotropa uniflora L.","Monotropa uniflora","L.",1200,1300,"NE"
"Shorea robusta Gaertn.","Shorea roxburghii","G.Don",700,800,"LC"
"Shorea robusta Gaertn.","Shorea roxburghii","G.Don",700,800,"LC"
"Shorea robusta Gaertn.","Shorea robusta","C.F.Gaertn.",700,800,"LC"
"Pycreus sanguinolentus (Vahl) Nees","Cyperus sanguinolentus","Vahl",1930,2030,"LC"
"Fimbristylis falcata (Vahl) Kunth","Fimbristylis falcata","(Vahl) Kunth",800,1000,"NE"
"Rhynchospora colorata (L.) H.Pfeiff.","Rhynchospora colorata","(L.) H.Pfeiff.",550,950,"LC"
"Pycreus diaphanus (Schrad. ex Roem. & Schult.) S.S.Hooper & T.Koyama","Cyperus diaphanus","Schrad.",1450,1550,"NE"
"Castanea sativa Mill.","Castanea sativa","Mill.",550,1450,"LC"
"Diospyros chloroxylon Roxb.","Diospyros chloroxylon","Roxb.",350.5,563.5,"NE"
"Daphniphyllum himalense (Benth.) Mull. Arg.","Daphniphyllum himalense","(Benth.) Müll.Arg.",925,2125,"NE"
"Trichophorum pumilum (Vahl) Schinz & Thell.","Trichophorum pumilum","(Vahl) Schinz & Thell.",950,2150,"NE"
"Datisca cannabina L.","Datisca cannabina","L.",1043,1957,"NE"
"Euphorbia parviflora L.","Euphorbia parviflora","L.",925,1075,"NE"
"Eleocharis retroflexa (Poir.) Urb.","Eleocharis retroflexa","(Poir.) Urb.",100,300,"LC"
"Elaeagnus parvifolia Wall.","Elaeagnus umbellata var. umbellata",NA,1050,2150,"NE"
"Carex maritima Gunnerus","Carex maritima","Gunnerus",0,4100,"NE"
"Kobresia capillifolia (Decne.) C.B.Clarke","Carex capillifolia","(Decne.) S.R.Zhang",1900,3100,"NE"
"Lyonia ovalifolia (Wall.) Drude","Lyonia ovalifolia","(Wall.) Drude",1453,2053,"LC"
"Rhododendron arboreum Sm.","Rhododendron arboreum","Sm.",1200,2400,"LC"
"Carex obscura Nees","Carex obscura","Nees",1300,3000,"NE"
"Carex melanantha C.A.Mey.","Carex melanantha","C.A.Mey.",1050,4050,"NE"
"Fimbristylis rigidula Nees","Fimbristylis rigidula","Nees",425,575,"NE"
"Kobresia nitens C.B.Clarke","Carex ovoidispica","O.Yano",800,4800,"NE"
"Euphorbia hirta L.","Euphorbia hirta","L.",1175,1325,"NE"
"Carex gracilenta Boott ex Boeckeler","Carex gracilenta","Boott ex Boeckeler",685,3885,"NE"
"Carex sempervirens Vill.","Carex sempervirens","Vill.",1000,4000,"NE"
"Dioscorea melanophyma Prain & Burkill","Dioscorea melanophyma","Prain & Burkill",1475,1875,"NE"
"Eriophorum microstachyum Boeckeler","Erioscirpus microstachyus","(Boeckeler) Palla",1200,1700,"NE"
"Kobresia nepalensis (Nees) K???_k.","Carex unciniiformis","Boeckeler",1400,4300,"NE"
"Isolepis setacea (L.) R.Br.","Isolepis setacea","(L.) R.Br.",1200,2600,"LC"
"Eleocharis congesta D.Don","Eleocharis congesta","D.Don",1400,1600,"LC"
"Cyperus atkinsonii C.B.Clarke","Cyperus atkinsonii","C.B.Clarke",NA,NA,"NE"
"Fimbristylis littoralis Gaudich.","Fimbristylis littoralis","Gaudich.",950,1050,"LC"
"Fimbristylis complanata (Retz.) Link","Fimbristylis complanata","(Retz.) Link",1530,1680,"LC"
"Fimbristylis bisumbellata (Forssk.) Bubani","Fimbristylis bisumbellata","(Forssk.) Bubani",1050,1450,"LC"
"Pyrola rotundifolia Linnaeus","Pyrola rotundifolia","L.",1200,1300,"NE"
"Kobresia duthiei C.B.Clarke","Carex clavispica","S.R.Zhang",1450,4250,"NE"
"Fimbristylis squarrosa Vahl","Fimbristylis squarrosa","Vahl",500,1000,"LC"
"Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi","Schoenoplectiella mucronata","(L.) J.Jung & H.K.Choi",1320,1420,"LC"
"Momordica dioica Roxb. ex Willd.","Momordica dioica","Roxb. ex Willd.",1100,1200,"NE"
"Carex setigera D.Don","Carex setigera","D.Don",1650,3350,"NE"
"Cyperus paniceus (Rottb.) Boeckeler","Cyperus paniceus","(Rottb.) Boeckeler",1200,1500,"LC"
"Dioscorea bulbifera L.","Dioscorea bulbifera","L.",1300,1400,"NE"
"Carex tristis M.Bieb.","Carex tristis","M.Bieb.",NA,NA,"NE"
"Cyperus dubius Rottb.","Cyperus dubius","Rottb.",1050,1450,"LC"
"Schoenoplectiella roylei (Nees) Lye","Schoenoplectiella roylei","(Nees) Lye",550,950,"LC"
"Carex filicina Nees","Carex filicina","Nees",1695,2305,"LC"
"Carex longicruris Nees","Carex longicruris","Nees",325,2125,"NE"
"Kobresia filicina (C.B.Clarke) C.B.Clarke","Carex filispica","S.R.Zhang",NA,NA,"NE"
"Eleocharis tetraquetra Nees","Eleocharis tetraquetra","Nees",1650,2850,"NE"
"Dioscorea pentaphylla L.","Dioscorea pentaphylla","L.",1075,1175,"NE"
"Carex praecox Schreb.","Carex praecox","Schreb.",1150,1550,"NE"
"Carex remota L.","Carex remota","L.",750,2450,"LC"
"Cyperus digitatus Roxb.","Cyperus digitatus","Roxb.",400,700,"LC"
"Cyperus squarrosus L.","Cyperus squarrosus","L.",1250,1650,"LC"
"Carex stenophylla Wahlenb.","Carex stenophylla","Wahlenb.",1850,3550,"LC"
"Cyperus cuspidatus Kunth","Cyperus cuspidatus","Kunth",1725,1875,"NE"
"Cassiope fastigiata (Wall.) D. Don","Cassiope fastigiata","(Wall.) D.Don",1100,3900,"NE"
"Juniperus pseudosabina Fisch. & C.A. Mey.","Juniperus pseudosabina","Fisch. & C.A.Mey.",1350,3350,"LC"
"Luffa cylindrica (L.) Roem.","Cucumis melo","L.",800,900,"NE"
"Carex atrofusca Schkuhr","Carex atrofusca","Schkuhr",895,4705,"NE"
"Coccinia grandis (L.) Voigt","Coccinia grandis","(L.) Voigt",715,835,"NE"
"Carex orbicularis Boott","Carex orbicularis","Boott",1485,3785,"LC"
"Cyperus rotundus L.","Cyperus rotundus","L.",1150,1250,"LC"
"Fimbristylis schoenoides (Retz.) Vahl","Fimbristylis schoenoides","(Retz.) Vahl",925,1075,"LC"
"Juniperus indica Bertol.","Juniperus indica","Bertol.",750,3750,"LC"
"Kyllinga brevifolia Rottb.","Cyperus brevifolius","(Rottb.) Hassk.",1100,1200,"LC"
"Carex moorcroftii Falc. ex Boott","Carex moorcroftii","Falc. ex Boott",580,4850,"NE"
"Cyperus iria L.","Cyperus iria","L.",1200,1300,"LC"
"Carex plectobasis V.I.Krecz.","Carex plectobasis","V.I.Krecz.",500,3500,"NE"
"Carex polyphylla Kar. & Kir.","Carex polyphylla","Kar. & Kir.",NA,NA,"NE"
"Cyperus cyperoides (L.) Kuntze","Cyperus cyperoides","(L.) Kuntze",1425,1525,"LC"
"Carex foliosa D.Don","Carex wallichiana","Spreng.",1000,2500,"NE"
"Fimbristylis quinquangularis (Vahl) Kunth","Fimbristylis quinquangularis","(Vahl) Kunth",950,1050,"LC"
"Carex inanis Kunth","Carex inanis","Kunth",1385,2885,"NE"
"Carex cardiolepis Nees","Carex cardiolepis","Nees",850,2650,"NE"
"Trichosanthes cordata Roxb.","Trichosanthes cordata","Roxb.",450,550,"NE"
"Kobresia esenbeckii (Kunth) Noltie","Carex esenbeckii","Kunth",1350,4250,"NE"
"Carex infuscata Nees","Carex infuscata","Nees",550,3550,"NE"
"Carex cruciata Wahlenb.","Carex cruciata","Wahlenb.",1650,1850,"NE"
"Carex vulpinaris Nees","Carex vulpinaris","Nees",0,3500,"NE"
"Cyperus tenuispica Steud.","Cyperus tenuispica","Steud.",700,800,"LC"
"Carex praelonga C.B.Clarke","Carex praelonga","C.B.Clarke",NA,NA,"NE"
"Porana paniculata Roxb.","Poranopsis paniculata","(Roxb.) Roberty",900,1000,"NE"
"Cyperus pilosus Vahl","Cyperus pilosus","Vahl",940,1040,"LC"
"Fimbristylis dichotoma (L.) Vahl","Fimbristylis dichotoma","(L.) Vahl",1555,1655,"LC"
"Juniperus squamata Buch.-Ham. ex D. Don","Juniperus squamata","D.Don",850,3850,"LC"
"Cyperus esculentus L.","Cyperus esculentus","L.",1100,1200,"LC"
"Trichosanthes wallichiana (Ser.) Wight","Trichosanthes wallichiana","(Ser.) Wight",1230,1470,"NE"
"Sinocrassula indica (Decne.) A. Berger","Sinocrassula indica","(Decne.) A.Berger",1100,2100,"NE"
"Luffa echinata Roxb.","Luffa echinata","Roxb.",100,200,"LC"
"Carex canescens L.","Carex canescens","L.",NA,NA,"LC"
"Schoenoplectus lacustris (L.) Palla","Schoenoplectus lacustris","(L.) Palla",NA,NA,"LC"
"Juniperus communis L.","Juniperus communis","L.",1284,2984,"LC"
"Sedum candolleanum G. L???_pez Gonz??????lez","Sedum candolleanum","G.López",NA,NA,"NE"
"Diplocyclos palmatus (L.) C. Jeffrey","Diplocyclos palmatus","(L.) C.Jeffrey",1200,1300,"NE"
"Cyperus serotinus Rottb.","Cyperus serotinus","Rottb.",750,1150,"NE"
"Benincasa hispida (Thunb.) Cogn.","Benincasa hispida","(Thunb.) Cogn.",500,900,"NE"
"Carex microglochin Wahlenb.","Carex microglochin","Wahlenb.",500,4100,"LC"
"Momordica charantia L.","Momordica charantia","L.",950,1150,"NE"
"Carex cruenta Nees","Carex cruenta","Nees",800,4800,"NE"
"Cucumis sativus L.","Cucumis sativus","L.",800,1200,"NE"
"Blysmus rufus (Huds.) Link","Blysmus rufus","(Huds.) Link",NA,NA,"NE"
"Carex pseudofoetida K???_k.","Carex pseudofoetida","Kük.",865,3915,"LC"
"Trichosanthes cucumerina L.","Trichosanthes cucumerina","L.",800,1000,"NE"
"Carex borii Nelmes","Carex borii","Nelmes",NA,NA,"LC"
"Carex haematostoma Nees","Carex haematostoma","Nees",1115,3915,"NE"
"Convolvulus microphyllus Sieb. ex Spreng.","Convolvulus prostratus","Forssk.",800,1200,"NE"
"Cyperus alulatus J.Kern","Cyperus alulatus","J.Kern",1150,1550,"LC"
"Carex dimorpholepis Steud.","Carex dimorpholepis","Steud.",0,100,"NE"
"Carex phacota Spreng.","Carex phacota","Spreng.",500,1500,"LC"
"Sedum oreades (Decne.) R.-Hamet","Sedum oreades","(Decne.) Raym.-Hamet",1800,3400,"NE"
"Carex myosurus Nees","Carex myosurus","Nees",1300,1600,"LC"
"Rhodiola wallichiana (Hook.) Fu","Rhodiola wallichiana","(Hook.) S.H.Fu",1500,3000,"NE"
"Cucurbita maxima Duchesne","Cucurbita maxima","Duchesne",950,1050,"NE"
"Ipomoea pes-tigridis L.","Ipomoea pes-tigridis","L.",675,825,"NE"
"Rosularia alpestris (Kar. & Kir.) Boriss.","Rosularia alpestris","(Kar. & Kir.) Boriss.",862.5,3862.5,"NE"
"Carex atrata L.","Carex atrata","L.",1600,3600,"NE"
"Cornus capitata Wall.","Cornus capitata","Wall.",1100,2300,"LC"
"Bryophyllum pinnatum (L.) Oken","Kalanchoe pinnata","(Lam.) Pers.",600,900,"NE"
"Cuscuta capitata Roxb.","Cuscuta capitata","Roxb.",NA,NA,"NE"
"Cyperus compressus L.","Cyperus compressus","L.",1200,1300,"LC"
"Sedum quadrifidum Pallas","Rhodiola quadrifida","(Pall.) Fisch. & C.A.Mey.",1850,4150,"NE"
"Fuirena pubescens (Poir.) Kunth","Fuirena pubescens","(Poir.) Kunth",NA,NA,"LC"
"Rhodiola tibetica (Hook. fil. & Thoms.) Fu","Rhodiola tibetica","(Hook.f. & Thomson) S.H.Fu",1000,4500,"NE"
"Gynostemma pentaphyllum (Thunb.) Makino","Gynostemma pentaphyllum","(Thunb.) Makino",1300,1700,"NE"
"Cupressus torulosa D. Don","Cupressus torulosa","D.Don ex Lamb.",850,2450,"LC"
"Carex notha Kunth","Carex notha","Kunth",855,3105,"NE"
"Trichosanthes tricuspidata Lour.","Trichosanthes tricuspidata","Lour.",1200,1300,"NE"
"Bryonia cretica L.","Bryonia cretica","L.",NA,NA,"NE"
"Sechium edule (Jacq.) Sw.","Sicyos edulis","Jacq.",800,1200,"NE"
"Uechtritzia lacei (Watt) C.Jeffrey","Oreoseris lacei","(G.Watt) V.A.Funk & W.Zheng",NA,NA,"NE"
"Rhodiola heterodonta (Hook. fil. & Thoms.) A. Boriss.","Rhodiola heterodonta","(Hook.f. & Thomson) Boriss.",1250,3750,"NE"
"Carex nivalis Boott","Carex nivalis","Boott",1250,4250,"NE"
"Carex alta Boott","Carex alta","Boott",250,1750,"NE"
"Bulbostylis densa (Wall.) Hand.-Mazz.","Bulbostylis densa","(Wall.) Hand.-Mazz.",1850,2250,"LC"
"Trichosanthes dioica Roxb.","Trichosanthes dioica","Roxb.",450,550,"NE"
"Merremia hederacea (Burm. fil.) Hall. fil.","Merremia hederacea","(Burm.f.) Hallier f.",450,550,"NE"
"Rivea hypocrateriformis (Desr.) Choisy","Rivea hypocrateriformis","(Desr.) Choisy",0,1100,"NE"
"Calystegia hederacea Wall. in Roxb.","Calystegia hederacea","Wall.",75,975,"NE"
"Crassula campestris (Eckl. & Zeyh.) Endl. ex Walp.",NA,NA,1550,1950,"LC"
"Crassula campestris (Eckl. & Zeyh.) Endl. ex Walp.","Crassula campestris","(Eckl. & Zeyh.) Endl.",1550,1950,"LC"
"Cuscuta chinensis Lam.","Cuscuta chinensis","Lam.",100,200,"NE"
"Ipomoea obscura (L.) Ker Gawler","Ipomoea littoralis","Blume",112.5,512.5,"NE"
"Ipomoea obscura (L.) Ker Gawler",NA,NA,112.5,512.5,"NE"
"Ipomoea obscura (L.) Ker Gawler","Ipomoea obscura","(L.) Ker Gawl.",112.5,512.5,"NE"
"Alangium chinense (Lour.) Harms","Alangium chinense","(Lour.) Harms",1380,1620,"NE"
"Citrullus lanatus (Thunb.) Matsumura & Nakai","Citrullus lanatus","(Thunb.) Matsum. & Nakai",0,800,"NE"
"Cyperus diffusus Vahl","Cyperus diffusus","Vahl",350,550,"LC"
"Lagenaria siceraria (Molina) Standl.","Lagenaria siceraria","(Molina) Standl.",1095,1195,"NE"
"Sedum ewersii Ledeb.","Hylotelephium ewersii","(Ledeb.) H.Ohba",1850,3650,"NE"
"Tussilago farfara L.","Tussilago farfara","L.",1050,2750,"NE"
"Carex nubigena D.Don","Carex nubigena","D.Don",1635,2635,"NE"
"Cucurbita pepo L.","Cucurbita pepo","L.",800,1200,"LC"
"Ipomoea turbinata Lag.","Ipomoea muricata","(L.) Jacq.",675,825,"NE"
"Rosularia adenotricha (Wall. ex Edgew.) C.-A. Jansson","Rosularia adenotricha","(Wall. ex Edgew.) C.-A.Jansson",1000,2000,"NE"
"Bulbostylis junciformis (Kunth) C.B.Clarke","Bulbostylis junciformis","(Kunth) C.B.Clarke",NA,NA,"NE"
"Tanacetum tomentosum DC.","Hippolytia senecionis","(Jacquem. ex Besser) Poljakov. ex Tzvelev",600,4400,"NE"
"Cuscuta santapaui Banerfi & S. Das","Cuscuta santapaui","Banerji & S.Das",NA,NA,"NE"
"Sedum multicaule Wall. ex Lindl.","Sedum multicaule","Wall. ex Lindl.",1650,2850,"NE"
"Taraxacum wattii Hook.f.","Taraxacum eriopodum","DC.",500,3500,"NE"
"Rosularia rosulata (Edgew.) H. Ohba","Rosularia rosulata","(Edgew.) H.Ohba",750,2250,"NE"
"Bulbostylis barbata (Rottb.) C.B.Clarke","Bulbostylis barbata","(Rottb.) C.B.Clarke",675,825,"NE"
"Herpetospermum pedunculosum (Ser.) C.B. Clarke","Herpetospermum pedunculosum","(Ser.) C.B.Clarke",1050,2550,"NE"
"Herpetospermum pedunculosum (Ser.) C.B. Clarke","Herpetospermum pedunculosum","(Ser.) C.B.Clarke",1050,2550,"NE"
"Tricholepis furcata DC.","Tricholepis furcata","DC.",1125,2525,"NE"
"Ipomoea quamoclit L.","Ipomoea quamoclit","L.",890,1110,"NE"
"Evolvulus alsinoides (L.) L.","Evolvulus alsinoides","(L.) L.",800,1200,"NE"
"Ipomoea nil (L.) Roth","Ipomoea nil","(L.) Roth",1200,1300,"NE"
"Cornus oblonga Wall.","Cornus oblonga","Wall.",700,1900,"LC"
"Tragopogon gracilis D.Don","Tragopogon gracilis","D.Don",850,2350,"NE"
"Rhodiola sinuata (Royle ex Edgew.) Fu","Rhodiola sinuata","(Royle ex Edgew.) S.H.Fu",1400,2600,"NE"
"Youngia japonica (L.) DC.","Youngia japonica","(L.) DC.",1750,1950,"NE"
"Cuscuta australis Hook. fil.","Cuscuta tasmanica var. tasmanica",NA,NA,NA,"NE"
"Cuscuta australis Hook. fil.","Cuscuta australis","R.Br.",NA,NA,"NE"
"Argyreia nasirii D.F. Austin","Argyreia thomsonii","(C.B.Clarke) Babu",400,800,"NE"
"Taraxacum sherriffii Soest","Taraxacum sherriffii","Soest",NA,NA,"NE"
"Sonchus wightianus DC.","Sonchus wightianus","DC.",1200,1300,"NE"
"Carex ligulata Nees","Carex ligulata","Nees",1050,2550,"NE"
"Ipomoea arachnosperma Welw.","Ipomoea aitonii","Lindl.",300,700,"NE"
"Carex breviculmis R.Br.","Carex breviculmis","R.Br.",1400,1800,"NE"
"Mukia maderaspatana (L.) M. Roem.","Cucumis maderaspatanus","L.",840,960,"NE"
"Cornus macrophylla Wall.","Cornus macrophylla","Wall.",1050,1950,"LC"
"Cuscuta indica (Engelm.) Petrov ex Butkov","Cuscuta europaea var. indica","Engelm.",NA,NA,"NE"
"Rhodiola bupleuroides (Wall. ex Hook. fil. & Thoms.) Fu","Rhodiola bupleuroides","(Wall. ex Hook.f. & Thomson) S.H.Fu",1550,3550,"NE"
"Tanacetum nubigenum Wall.","Ajania nubigena","(Wall. ex DC.) Muldashev",0,3658,"NE"
"Tithonia tagetiflora Lam.","Tithonia rotundifolia","(Mill.) S.F.Blake",NA,NA,"NE"
"Coriaria nepalensis Wall.","Coriaria napalensis","Wall.",1295.5,1904.5,"NE"
"Synotis kunthiana (Wall. ex DC.) C.Jeffrey & Y.L.Chen","Synotis kunthiana","(Wall. ex DC.) C.Jeffrey & Y.L.Chen",800,3300,"NE"
"Tagetes minuta L.","Tagetes minuta","L.",1250,1350,"NE"
"Cyclanthera pedata (L.) Schrad.","Cyclanthera pedata","(L.) Schrad.",1250,1350,"NE"
"Rivea laotica Ooststr.","Rivea ornata","(Roxb.) Choisy",250,650,"NE"
"Tanacetum dolichophyllum (Kitam.) Kitam.","Hippolytia longifolia","(Rech.f.) C.Shih",700,3700,"NE"
"Tricholepis karensium Kurs","Tricholepis karensium","Kurz",500,1500,"NE"
"Waldheimia glabra (Decne.) Regel","Allardia glabra","Decne.",950,4450,"NE"
"Tragopogon porrifolius Pall.","Tragopogon dubius subsp. dubius",NA,NA,NA,"NE"
"Tragopogon porrifolius Pall.","Tragopogon porrifolius","L.",NA,NA,"NE"
"Ipomoea tuberculata Ker-Gawl.","Ipomoea cairica","(L.) Sweet",0,100,"NE"
"Ipomoea tuberculata Ker-Gawl.",NA,NA,0,100,"NE"
"Ipomoea tuberculata Ker-Gawl.","Ipomoea tuberculata","Ker Gawl.",0,100,"NE"
"Ipomoea eriocarpa R. Br.","Ipomoea eriocarpa","R.Br.",700,1100,"NE"
"Sonchus asper sp. in All.","Sonchus asper","(L.) Hill",2450,2550,"NE"
"Senecio candolleanus Sosn.","Senecio leucanthemifolius subsp. caucasicus","(DC.) Greuter",1900,3100,"NE"
"Rhodiola crenulata (Hook. fil. & Thoms.) H. Ohba","Rhodiola crenulata","(Hook.f. & Thomson) H.Ohba",1000,4500,"NE"
"Verbesina encelioides (Cav.) Benth. & Hook.f.","Verbesina encelioides","(Cav.) Benth. & Hook.f. ex A.Gray",100,500,"NE"
"Luffa acutangula (L.) Roxb.","Luffa acutangula","(L.) Roxb.",450,550,"NE"
"Evolvulus nummularius (L.) L.","Evolvulus nummularius","(L.) L.",675,825,"NE"
"Cucumis melo L.","Cucumis melo","L.",325,475,"NE"
"Solena amplexicaulis (Lam.) Gandhi in Saldanha & Nicolson","Solena amplexicaulis","(Lam.) Gandhi",1200,1300,"NE"
"Taraxacum leucanthum (Ledeb.) Ledeb.","Taraxacum leucanthum","(Ledeb.) Ledeb.",NA,NA,"NE"
"Ipomoea hederifolia L.","Ipomoea hederifolia","L.",700,800,"NE"
"Tridax procumbens L.","Tridax procumbens","L.",1140,1240,"NE"
"Sonchus oleraceus Wall.","Sonchus oleraceus","L.",1550,1950,"NE"
"Waldheimia stoliczkae (C.B.Clarke) Ostenf.","Allardia stoliczkae","C.B.Clarke",NA,NA,"NE"
"Senecio scandens Buch.-Ham. ex D.Don","Senecio scandens","Buch.-Ham. ex D.Don",1350,2450,"LC"
"Tanacetum gracile Hook.f. & Thomson","Ajania gracilis","(Hook.f. & Thomson) Poljakov ex Tzvelev",707.5,3407.5,"NE"
"Sonchus arvensis L.","Sonchus arvensis","L.",798,1102,"NT"
"Dinetus racemosus (Roxb.) Sweet","Dinetus racemosus","(Roxb.) Sweet",1550,1650,"NE"
"Kalanchoe integra (Medik.) Kuntze","Kalanchoe integra","(Medik.) Kuntze",462,1062,"NE"
"Cuscuta reflexa Roxb.","Cuscuta reflexa","Roxb.",1700,1900,"LC"
"Senecio nudicaulis Buch.-Ham.","Jacobaea nudicaulis","(Buch.-Ham. ex D.Don) B.Nord.",1950,2050,"NE"
"Senecio nudicaulis Buch.-Ham.","Gynura pseudochina","(L.) DC.",1950,2050,"NE"
"Tillaea schimperi (C.A.Mey.) M.G.Gilbert, H.Ohba & K.T.Fu","Crassula schimperi","Fisch. & C.A.Mey.",719.5,1719.5,"NE"
"Taraxacum ceratophorum (Ledeb.) DC.","Taraxacum ceratophorum","(Ledeb.) DC.",NA,NA,"NE"
"Sedum trullipetalum Hook. & Thoms.","Sedum trullipetalum","Hook.f. & Thomson",1250,4250,"NE"
"Wedelia urticifolia (Blume) DC.","Lipoblepharis urticifolia subsp. urticifolia",NA,950,1050,"NE"
"Convolvulus arvensis L.","Convolvulus arvensis","L.",1850,2250,"NE"
"Taraxacum erythrospermum Andrzejowski","Taraxacum erythrospermum","Andrz. ex Besser",NA,NA,"NE"
"Tithonia diversifolia (Hemsl.) A.Gray","Tithonia diversifolia","(Hemsl.) A.Gray",575,925,"NE"
"Ipomoea purpurea (L.) Roth","Ipomoea purpurea","(L.) Roth",1375,1625,"NE"
"Tanacetum nanum C.B.Clarke","Hippolytia nana","(C.B.Clarke) C.Shih",NA,NA,"NE"
"Tanacetum tripinnatifidum Oliv.",NA,NA,NA,NA,"NE"
"Pyrethrum pyrethroides (Kar. & Kir.) B.Fedtsch.","Richteria pyrethroides","Kar. & Kir.",500,3800,"NE"
"Sclerocarpus africanus Jacq. ex Murray","Sclerocarpus africanus","Jacq.",500,700,"NE"
"Zinnia elegans L.","Zinnia elegans","Jacq.",1035,1335,"NE"
"Tanacetum falconeri Hook.f.","Tanacetum falconeri","Hook.f.",NA,NA,"NE"
"Merremia sibirica (L.) Hall. fil.","Merremia sibirica","(L.) Hallier f.",NA,NA,"NE"
"Saussurea gossypiphora Wall.","Saussurea laniceps","Hand.-Mazz.",1100,4600,"NE"
"Saussurea glanduligera Sch.Bip.","Saussurea schlagintweitii subsp. schlagintweitii",NA,NA,NA,"NE"
"Zinnia peruviana NA","Zinnia peruviana","(L.) L.",1000,1500,"NE"
"Saussurea stoliczkae Kitam.","Saussurea stoliczkae","C.B.Clarke",NA,NA,"NE"
"Senecio graciliflorus (Wall.) DC.","Senecio graciliflorus","DC.",1300,3300,"NE"
"Tricholepis stictophyllum C.B.Clarke","Tricholepis stictophyllum","C.B.Clarke",NA,NA,"NE"
"Ipomoea cairica (L.) Sweet","Ipomoea cairica","(L.) Sweet",400,600,"LC"
"Ipomoea indica (J. Burman) Merr.","Ipomoea indica","(Burm.) Merr.",850,1050,"NE"
"Taraxacum monochlamydeum Hand.-Mazz.","Taraxacum monochlamydeum","Hand.-Mazz.",0,3200,"NE"
"Cuscuta europaea L.","Cuscuta europaea","L.",1275,2975,"NE"
"Senecio ligularia Hook.f.","Ligularia sibirica subsp. sibirica",NA,152,2591,"NE"
"Saussurea graminifolia Wall.","Saussurea graminifolia","Wall. ex DC.",1050,4550,"NE"
"Scorzonera virgata DC.","Scorzonera virgata","DC.",72.5,2972.5,"NE"
"Saussurea gnaphalodes (Royle ex DC.) Sch. Bip.","Saussurea gnaphalodes","(Royle ex DC.) Sch.Bip.",900,4400,"NE"
"Tanacetum stoliczkae (C.B.Clarke) R.Khan","Tanacetum stoliczkae","(C.B.Clarke) R.Khan",NA,NA,"NE"
"Taraxacum aureum Fisch.",NA,NA,NA,NA,"NE"
"Taraxacum aureum Fisch.",NA,NA,NA,NA,"NE"
"Senecio coronopifolius Burm. f.","Senecio gallicus","Vill. ex Chaix",305,4573,"NE"
"Senecio coronopifolius Burm. f.","Senecio glaucus subsp. coronopifolius","(Maire) C.Alexander",305,4573,"NE"
"Senecio coronopifolius Burm. f.","Senecio coronopifolius","Burm.f.",305,4573,"NE"
"Sigesbeckia orientalis L.","Sigesbeckia orientalis","L.",1200,1500,"NE"
"Prenanthes violaefolia Decne.","Melanoseris violifolia","(Decne.) N.Kilian",1200,3400,"NE"
"Tragopogon dubius Scop.","Tragopogon dubius","Scop.",1500,3000,"NE"
"Cuscuta approximata Bab.","Cuscuta approximata","Bab.",0,3100,"NE"
"Tricholepis elongata DC.","Tricholepis elongata","DC.",850,2150,"NE"
"Leucomeris spectabilis D.Don","Leucomeris spectabilis","D.Don",714.5,1114.5,"NE"
"Psychrogeton andryaloides (DC.) Novopokr. ex Krasch.","Psychrogeton andryaloides","(DC.) Novopokr. ex Krasch.",NA,NA,"NE"
"Tanacetum cinerariifolium (Trevir.) Sch.Bip.","Tanacetum cinerariifolium","(Trevis.) Sch.Bip.",0,1400,"LC"
